Legal name,full_address,Lat,Long
BRIGHTSIDE COMMUNITY HOMES FOUNDATION,"300-905 PENDER ST W, VANCOUVER, BC, V6C1L6, CA",49.286148,-123.1167868
BRITISH COLUMBIA MOBILITY OPPORTUNITIES SOCIETY,"318-425 CARRALL STREET, VANCOUVER, BC, V6B6E3, CA",49.2812047,-123.1046522
BRITISH COLUMBIA PARAPLEGIC FOUNDATION,"780 S.W. MARINE DRIVE, VANCOUVER, BC, V6P5Y7, CA",49.2069769,-123.1234593
PHA PUBLIC HEALTH ASSOCIATION OF BRITISH COLUMBIA,"550 - 2950 DOUGLAS ST, VICTORIA, BC, V8T4N4, CA",48.44303540000001,-123.3702589
ROGERS SUGAR LTD. EMPLOYEES' CHARITY TRUST,"BOX 2150, VANCOUVER, BC, V6B3V2, CA",49.279879,-123.115886
THE BROADWAY PENTECOSTAL BENEVOLENT ASSOCIATION OF BRITISH COLUMBIA,"2700 EAST BROADWAY, VANCOUVER, BC, V5M1Y8, CA",49.2614793,-123.0488539
BROADWAY PENTECOSTAL CARE ASSOCIATION,"1377 LAMEYS MILL ROAD, VANCOUVER, BC, V6H3S9, CA",49.2674461,-123.1344562
BROOKSIDE SENIOR CITIZENS HOUSING SOCIETY,"1212 MOUNTAINVIEW STREET, KELOWNA, BC, V1Y4N1, CA",49.89345729999999,-119.4563051
BULKLEY SENIOR CITIZENS HOUSING SOCIETY,"PO BOX 3362, SMITHERS, BC, V0J2N0, CA",54.782355,-127.1685541
B.V.D. HOSPITAL AUXILIARY SOCIETY,"BOX 2672, SMITHERS, BC, V0J2N0, CA",54.782355,-127.1685541
BULKLEY VALLEY HISTORICAL AND MUSEUM SOCIETY,"PO BOX 2615, SMITHERS, BC, V0J2N0, CA",54.782355,-127.1685541
BURNABY FAMILY LIFE INSTITUTE,"102-2101 HOLDOM AVE., BURNABY, BC, V5B0A4, CA",49.2645259,-122.9822415
BURNABY COMMUNITY SERVICES SOCIETY,"2055 ROSSER AVENUE, BURNABY, BC, V5C0H1, CA",49.2662488,-123.0064198
BURNABY PRO LIFE SOCIETY,"P.O. BOX 16040 617 BELMONT ST, NEW WESTMINSTER, BC, V3M6W6, CA",49.2121182,-122.9204855
C.L. BURTON TRUST - ST. MICHAEL'S COLLEGE,"PO BOX 10085, LCD PACIFIC CENTRE, VANCOUVER, BC, V7Y1B6, CA",49.283398,-123.1175396
C.L. BURTON TRUST - UNIVERSITY COLLEGE & E.F. BURTON FELLOWSHIP FUND,"THE CANADA TRUST CO., PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
CAMOSUN COLLEGE FOUNDATION,"3100 FOUL BAY RD, VICTORIA, BC, V8P5J2, CA",48.4472148,-123.3215279
CAMPBELL RIVER AND DISTRICT ADULT CARE SOCIETY,"12-142 LARWOOD RD, CAMPBELL RIVER, BC, V9W1S2, CA",49.9680638,-125.2138043
CAMPBELL RIVER AND DISTRICT ASSOCIATION FOR COMMUNITY LIVING,"1153 GREENWOOD STREET, CAMPBELL RIVER, BC, V9W3C5, CA",50.02644799999999,-125.251826
CAMPBELL RIVER FAMILY SERVICES SOCIETY,"487 10TH AVENUE, CAMPBELL RIVER, BC, V9W4E4, CA",50.0249012,-125.2462163
CAMP QWANOES,"PO BOX 250, CROFTON, BC, V0R1R0, CA",48.8667114,-123.6536117
CANADIAN AVALANCHE RESCUE DOG ASSOCIATION,"5 SUNSET LANE, FERNIE, BC, V0B1M1, CA",49.5044934,-115.0515287
THE CANADIAN GEOLOGICAL FOUNDATION,"900 - 1450 CREEKSIDE DR, VANCOUVER, BC, V6J5B3, CA",49.2731766,-123.1403744
CANADIAN PARAPLEGIC ASSOCIATION (B.C.),"780 SW MARINE DR, VANCOUVER, BC, V6P5Y7, CA",49.2069769,-123.1234593
CANADIAN REFORMED SENIOR CITIZEN HOME SOCIETY,"100-20265 54A AVE, LANGLEY, BC, V3A3W6, CA",49.1017723,-122.6609737
CANADIAN SOCIETY PROMOTING ENVIRONMENTAL CONSERVATION,"2305 7TH AVE W, VANCOUVER, BC, V6K1Y4, CA",49.26589140000001,-123.158251
CANUCKS FOR KIDS FUND,"800 GRIFFITHS WAY, VANCOUVER, BC, V6B6G1, CA",49.277691,-123.1097439
VICTORIA ASSOCIATION FOR COMMUNITY LIVING,"3861 CEDAR HILL CROSS RD, VICTORIA, BC, V8P2M7, CA",48.4640456,-123.3411006
CAREFREE SOCIETY,"2832 QUEENSWAY, PRINCE GEORGE, BC, V2L4M5, CA",53.8944523,-122.7434566
CARIBOO CHILCOTIN CHILD DEVELOPMENT CENTRE ASSOCIATION,"51 SOUTH 4TH AVE, WILLIAMS LAKE, BC, V2G1J6, CA",52.12742009999999,-122.1410821
CARIBOO CHILD CARE SOCIETY,"805 TRU WAY, KAMLOOPS, BC, V2C0C8, CA",50.6701383,-120.361569
CARIBOO FOUNDATION SOCIETY,"565A OLIVER ST, WILLIAMS LAKE, BC, V2G1M7, CA",52.1280289,-122.1377958
CARIBOO FRIENDSHIP SOCIETY,"99 SOUTH 3RD AVE., WILLIAMS LAKE, BC, V2G1J1, CA",52.1271851,-122.142765
CARMEN AND FRANCES D'INTINO CHARITABLE TRUST,"TD PRIVATE CLIENT SERVICES, PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
CARNEGIE COMMUNITY CENTRE ASSOCIATION,"401 MAIN STREET, ATTN:  DELEINE CHAMBERLAIN, VANCOUVER, BC, V6A2T7, CA",49.2811341,-123.1001657
CASA MARIA EMERGENCY HOUSING SOCIETY,"21-1241 BALMORAL RD, VICTORIA, BC, V8T1B2, CA",48.42767019999999,-123.3482652
CASTLEGAR AND DISTRICT PUBLIC LIBRARY ASSOCIATION,"1005-3RD ST, CASTLEGAR, BC, V1N2A2, CA",49.3266242,-117.6634619
CASTLEGAR HOSPICE SOCIETY,"709 10TH ST, CASTLEGAR, BC, V1N2H7, CA",49.3149599,-117.662158
CATHOLIC ENGAGED ENCOUNTER INC. COMMUNITY OF VANCOUVER BC,"102 8484 162ND STREET, SURREY, BC, V4N1B4, CA",49.1570434,-122.7722873
CEDAR HEIGHTS COMMUNITY ASSOCIATION,"2316 LAKEVIEW DR RR#2, SORRENTO, BC, V0E2W2, CA",50.88314,-119.39132
CENTRAL OKANAGAN EMERGENCY SHELTER SOCIETY,"BOX 20193, RPO TOWN CENTRE, KELOWNA, BC, V1Y9H2, CA",49.890457,-119.4692229
CENTRAL OKANAGAN FOUNDATION,"306 - 1726 DOLPHIN AVE, KELOWNA, BC, V1Y9R9, CA",49.8796232,-119.4587997
CENTRAL OKANAGAN HERITAGE SOCIETY,"PO BOX 25025 RPO MISSION, KELOWNA, BC, V1W3Y7, CA",49.809447,-119.3282969
OKANAGAN HOSPICE ASSOCIATION,"200 - 1890 COOPER RD, KELOWNA, BC, V1Y8B7, CA",49.8797112,-119.444091
KI-LOW-NA FRIENDSHIP SOCIETY,"442 LEON AVE, KELOWNA, BC, V1Y6J3, CA",49.884798,-119.4942666
CENTRAL SAANICH SENIOR CITIZENS ASSOCIATION,"1229 CLARKE ROAD, BRENTWOOD BAY, BC, V8M1E2, CA",48.5753669,-123.4482787
THE CHILD DEVELOPMENT CENTRE OF PRINCE GEORGE AND DISTRICT ASSOCIATION,"1687 STRATHCONA AVENUE, PRINCE GEORGE, BC, V2L4E7, CA",53.9019548,-122.7589473
CHALMERS FOUNDATION,"1450 W 12TH AVE, VANCOUVER, BC, V6H1M9, CA",49.2605034,-123.1374222
ACCESS FOUNDATION,"1500 - 1090 GEORGIA ST W, VANCOUVER, BC, V6E3V7, CA",49.2853143,-123.1232036
CHASE AND DISTRICT MUSEUM AND ARCHIVES SOCIETY,"P.O. BOX 160, 1042 SHUSWAP AVENUE, CHASE, BC, V0E1M0, CA",50.8214139,-119.6839126
CHEMAINUS HEALTH CARE AUXILIARY,"9867 MAPLE ST, CHEMAINUS, BC, V0R1K1, CA",48.9257348,-123.7175931
CHIEF & PETTY OFFICERS' VETERNANS ASSISTANCE SOCIETY,"1253 C ESQUIMALT RD., VICTORIA, BC, V9A3P4, CA",48.4298442,-123.4160565
SUMMIT COMMUNITY SERVICES SOCIETY,"BOX 325, CRANBROOK, BC, V1C4H8, CA",49.509439,-115.7679988
CHILD DEVELOPMENT CENTRE SOCIETY OF FORT ST. JOHN AND DISTRICT,"10417-106TH AVENUE, FORT ST. JOHN, BC, V1J2M8, CA",56.2513875,-120.8553449
BRITISH COLUMBIA'S CHILDREN'S HOSPITAL FOUNDATION,"938 28TH AVE W, VANCOUVER, BC, V5Z4H4, CA",49.2456919,-123.1256394
CHILLIWACK COMMUNITY SERVICES,"45938 WELLINGTON AVENUE, CHILLIWACK, BC, V2P2C7, CA",49.1710401,-121.9534069
CHILLIWACK FOUNDATION,"SUITE 1 45780 YALE ROAD, CHILLIWACK, BC, V2P2N4, CA",49.1622656,-121.9581652
CHILLIWACK MUSEUM AND HISTORICAL SOCIETY,"45820 SPADINA AVE, CHILLIWACK, BC, V2P1T3, CA",49.16896149999999,-121.9566797
CHIMO COMMUNITY SERVICES SOCIETY,"120-7000 MINORU BLVD, RICHMOND, BC, V6Y3Z5, CA",49.17369069999999,-123.1396749
CHRIS-SPENCER FOUNDATION,"POBOX 48284 BENTALL CENTRE, VANCOUVER, BC, V7X1A1, CA",49.2863261,-123.1197682
CHRISTMAS AMALGAMATED SERVICES,"PO BOX 24050, STATION NORTHILLS CENTRE, KAMLOOPS, BC, V2B8R3, CA",50.6967598,-120.3590867
CKNW KIDS' FUND,"7850 ENTERPRISE ST, BURNABY, BC, V5A1V7, CA",49.2549143,-122.9352093
CLANSMEN ATHLETIC ALUMNI MEMORIAL SOCIETY,"19351 121B AVE, PITT MEADOWS, BC, V3Y1J5, CA",49.2241019,-122.6852501
COAST FOUNDATION SOCIETY (1974),"293 11TH AVE E, VANCOUVER, BC, V5T2C4, CA",49.2613364,-123.098607
COLLEYMOUNT RECREATION COMMISSION,"39630 COLLEYMOUNT RD, BURNS LAKE, BC, V0J1E2, CA",54.0077977,-126.3074365
COLONEL HARLAND SANDERS CHARITABLE ORGANIZATION INC.,"11010 LARKSPUR LANE, NORTH SAANICH, BC, V8L5N6, CA",48.68110300000001,-123.42094
COLUMBUS LONG TERM CARE SOCIETY,"704 W 69TH AVE, VANCOUVER, BC, V6P2W3, CA",49.2089608,-123.1211478
SOOKE FOOD BANK SOCIETY,"PO BOX 983, 2219 SHIELDS RD, SOOKE, BC, V9Z1H9, CA",48.371519,-123.7275839
COMMUNITY LEGAL ASSISTANCE SOCIETY,"300-1140 PENDER ST W, VANCOUVER, BC, V6E4G1, CA",49.2876228,-123.12209
COWICHAN VALLEY YOUTH SERVICES SOCIETY,"PO BOX 743 STN MAIN, DUNCAN, BC, V9L3Y1, CA",48.7795079,-123.7091708
COMMUNITY PREGNANCY CONCERNS SOCIETY,"203-1070 RIDGEWAY AVE, COQUITLAM, BC, V3J1S7, CA",49.24933,-122.86254
COMMUNITY RADIO EDUCATION SOCIETY,"370 COLUMBIA ST, VANCOUVER, BC, V6A4J1, CA",49.2817022,-123.1019771
CONTACT WOMEN'S GROUP SOCIETY,"51 4TH AVENUE S., WILLIAMS LAKE, BC, V2G1J6, CA",52.12742009999999,-122.1410821
COQUALEETZA EDUCATION-TRAINING CENTRE ASSOCIATION,"PO BOX 2370 STN SARDIS MAIN, CHILLIWACK, BC, V2R1A7, CA",49.120906,-122.0039109
COQUITLAM PUBLIC LIBRARY BOARD,"575 POIRIER ST, COQUITLAM, BC, V3J6A9, CA",49.2534635,-122.8457228
SHARE FAMILY AND COMMUNITY SERVICES SOCIETY,"104 - 3020 LINCOLN AVE, COQUITLAM, BC, V3B6B4, CA",49.2786078,-122.7926422
COTE FAMILY MEMORIAL FOUNDATION,"370 STANNARD AVENUE, VICTORIA, BC, V8S3M4, CA",48.4140266,-123.3402841
COWICHAN FOUNDATION,"574 CEDAR PL, DUNCAN, BC, V9L1J6, CA",48.7832869,-123.7181382
COWICHAN HISTORICAL SOCIETY,"PO BOX 1014, DUNCAN, BC, V9L3Y2, CA",48.7795079,-123.7091708
COWICHAN WOMEN AGAINST VIOLENCE SOCIETY,"246 EVANS ST, DUNCAN, BC, V9L1P8, CA",48.7796669,-123.7114168
COWICHAN VALLEY HOSPICE SOCIETY,"3122 GIBBINS ROAD, DUNCAN, BC, V9L1G2, CA",48.78356609999999,-123.7273046
COWICHAN VALLEY INTERCULTURAL AND IMMIGRANT AID SOCIETY,"321 ST JULIEN ST, DUNCAN, BC, V9L3S5, CA",48.7773997,-123.7010555
EAST KOOTENAY FOUNDATION FOR HEALTH,"13-24TH AVE N, CRANBROOK, BC, V1C3H9, CA",49.5124572,-115.7499775
CRANBROOK HEALTH CARE AUXILIARY,"30 8TH AVE S, CRANBROOK, BC, V1C1K3, CA",49.5110022,-115.7702174
CRANBROOK FOOD BANK SOCIETY,"104-8TH AVE S, CRANBROOK, BC, V1C2K5, CA",49.50998240000001,-115.7701374
CREDIT UNION FOUNDATION OF BRITISH COLUMBIA,"1441 CREEKSIDE DRIVE, VANCOUVER, BC, V6J4S7, CA",49.2731308,-123.1412293
CRESCENT HOUSING SOCIETY,"12850 26 AVE, SURREY, BC, V4P1S1, CA",49.04922,-122.86562
CRESTON COMMUNITY AUDITORIUM SOCIETY,"320-27 AVE N, CRESTON, BC, V0B1G1, CA",49.0987443,-116.4917425
CRESTON VALLEY GLEANERS SOCIETY,"807 CANYON ST, CRESTON, BC, V0B1G3, CA",49.095096,-116.5157744
CRESTON VALLEY HOSPICE SOCIETY,"PO BOX 612, CRESTON, BC, V0B1G0, CA",49.0955401,-116.5135079
CRISIS INTERVENTION AND PUBLIC INFORMATION SOCIETY OF GREATER VICTORIA,"2390 ARBUTUS RD, VICTORIA, BC, V8N1V7, CA",48.4700672,-123.3013762
CROFTON COMMUNITY CENTRE SOCIETY,"PRESIDENT, BOX 406-8104 MUSGRAVE, CROFTON, BC, V0R1R0, CA",48.8642099,-123.6495939
KELOWNA COMMUNITY RESOURCES SOCIETY,"620 LEON AVE, KELOWNA, BC, V1Y9T2, CA",49.8847106,-119.4895526
DANIA HOME SOCIETY,"4175 NORLAND AVE, BURNABY, BC, V5G3S7, CA",49.2472895,-122.9751545
DANIA SOCIETY,"4175 NORLAND AVENUE, BURNABY, BC, V5G3S7, CA",49.2472895,-122.9751545
DAVID & RACHEL EPSTEIN FOUNDATION TRUST FUND,"PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
REACH CHILD AND YOUTH DEVELOPMENT SOCIETY,"5050, 47TH AVENUE, DELTA, BC, V4K2V8, CA",49.0880853,-123.0836251
DELTA COMMUNITY FOUNDATION,"PO BOX 18527 RPO LADNER, DELTA, BC, V4K4V7, CA",49.0900961,-123.0819988
DELTASSIST FAMILY AND COMMUNITY SERVICES SOCIETY,"9097 120TH ST, DELTA, BC, V4C6R7, CA",49.16822819999999,-122.890814
DENMAN SENIORS AND MUSEUM SOCIETY,"BOX 28, DENMAN ISLAND, BC, V0R1T0, CA",49.5629711,-124.7981005
DIAMOND FOUNDATION,"1292 VENABLES STREET, VANCOUVER, BC, V6A4B4, CA",49.2763968,-123.0779235
THE POWELL RIVER & DISTRICT CHRISTMAS CHEER COMMITTEE,"4532 HARVIE AVE, POWELL RIVER, BC, V8A2P1, CA",49.8386554,-124.5255687
INCLUSION PARKSVILLE SOCIETY,"PO BOX 578, PARKSVILLE, BC, V9P2G6, CA",49.3178555,-124.3054654
PARKSVILLE & DISTRICT HISTORICAL SOCIETY,"1245 ISLAND HWY E, PARKSVILLE, BC, V9P2E5, CA",49.30548,-124.2602312
FAMILY SERVICES OF GREATER VICTORIA SOCIETY,"1004 NORTH PARK ST, VICTORIA, BC, V8T1C6, CA",48.4299724,-123.355173
DOUGLAS COLLEGE FOUNDATION,"PO BOX 2503, NEW WESTMINSTER, BC, V3L5B2, CA",49.220603,-122.8998919
EARTHLIFE CANADA FOUNDATION,"PO BOX 638, QUEEN CHARLOTTE CITY, BC, V0T1S0, CA",53.2549952,-132.0868676
EASTER SEAL HOUSE SOCIETY,"3981 OAK ST, VANCOUVER, BC, V6H4H5, CA",49.2501076,-123.1277813
EASTSHORE COMMUNITY LIBRARY SOCIETY,"PO BOX 85, CRAWFORD BAY, BC, V0B1E0, CA",49.681288,-116.82423
EDEN CONSERVATION TRUST,"1500-1090 WEST GEORGIA ST, VANCOUVER, BC, V6E3V7, CA",49.2853143,-123.1232036
EDEN MENNONITE SOCIETY,"46575 CHILLIWACK CENTRAL RD, CHILLIWACK, BC, V2P1K1, CA",49.1629167,-121.936017
"""ELVES"" CLUB","BOX 1107, GIBSONS, BC, V0N1V0, CA",49.3974171,-123.5152222
ENDERBY AND DISTRICT MUSEUM SOCIETY,"BOX 367, ENDERBY, BC, V0E1V0, CA",50.5508499,-119.1396705
ESTATE OF ABRAM DAVID FROESE EDUCATIONAL TRUST,"(THE CANADA TRUST CO.), PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
EVERGREEN ACRES SENIOR HOUSING SOCIETY,"144 EVERGREEN PLACE, CLEARWATER, BC, V0E1N1, CA",51.64572099999999,-120.021018
EVERGREEN BAPTIST HOME,"125 - 6165 17A HWY, DELTA, BC, V4K5B8, CA",49.03471829999999,-123.0585074
FAMILY MEDIATION CANADA,"PO BOX 46003 RPO QUAIL, KELOWNA, BC, V1V0B1, CA",49.8879519,-119.4960106
FAMILY SERVICES OF GREATER VANCOUVER,"201-1638 BROADWAY E, VANCOUVER, BC, V5N1W1, CA",49.2621621,-123.0709446
FEDERATION OF BRITISH COLUMBIA NATURALISTS,"1620 MT SEYMOUR RD, NORTH VANCOUVER, BC, V7G2R9, CA",49.3221152,-122.9693028
FEDERATION OF CANADIAN ARTISTS,"1241 CARTWRIGHT ST, VANCOUVER, BC, V6H4B7, CA",49.269728,-123.1325691
FERNIE & DISTRICT HISTORICAL SOCIETY,"PO BOX 1527, FERNIE, BC, V0B1M0, CA",49.50404520000001,-115.063065
"FIREFIGHTERS' BURN FUND, VICTORIA, B.C.","2504 RICHMOND ROAD, VICTORIA, BC, V8R4S4, CA",48.4353941,-123.3291818
FIRST AID SKI PATROL,"3 - 2216 COMMERCIAL DR, VANCOUVER, BC, V5N4B5, CA",49.2647878,-123.0695625
FLORENCE MUNDAY & OTIS MUNDAY FOUNDATION,"#4-7275 KINGSWAY, BURNABY, BC, V5E1G5, CA",49.2185825,-122.9533104
FOCUS FOUNDATION OF BRITISH COLUMBIA,"PO BOX 91489, WEST VANCOUVER, BC, V7V3P2, CA",49.337749,-123.1775219
FOREST GROVE VOLUNTEER FIRE DEPARTMENT SOCIETY,"BOX 794, 100 MILE HOUSE, BC, V0K2E0, CA",51.64397049999999,-121.2950097
FORT FRASER COMMUNITY HALL SOCIETY,"BOX 220, FORT FRASER, BC, V0J1N0, CA",54.06197100000001,-124.552796
FORT NELSON PUBLIC LIBRARY ASSOCIATION,"P O BOX 330, FORT NELSON, BC, V0C1R0, CA",58.8050174,-122.697236
FORT ST. JAMES PUBLIC LIBRARY ASSOCIATION,"BOX 729, FORT ST JAMES, BC, V0J1P0, CA",54.4440119,-124.2579297
FORT ST. JOHN FRIENDSHIP SOCIETY,"10208 95TH AVE, FORT ST JOHN, BC, V1J1J2, CA",56.2417029,-120.8518641
FORT ST. JOHN SENIOR CITIZENS ASSOCIATION BRANCH #58,"10908 100 ST, FORT ST. JOHN, BC, V1J3Z6, CA",56.254394,-120.847862
FRANK MORRIS ROYAL CANADIAN LEGION BRANCH NO. 13 BENEVOLENT FUND,"4824 STRAUME AVENUE, TERRACE, BC, V8G2C7, CA",54.52436969999999,-128.6019017
FRASER-FORT GEORGE MUSEUM SOCIETY,"BOX 1779, PRINCE GEORGE, BC, V2L4V7, CA",53.9154638,-122.747749
FRIENDS OF THE NELSON MUNICIPAL LIBRARY,"602 STANLEY ST, NELSON, BC, V1L1N4, CA",49.490438,-117.294707
FRIENDS OF THE RICHMOND LIBRARY SOCIETY,"100-7700 MINORU GATE, MINORU PAK PLAZA, RICHMOND, BC, V6Y1R9, CA",49.1641656,-123.1411947
ROYAL BRITISH COLUMBIA MUSEUM FOUNDATION,"P.O. BOX 9815 STN PROV GOVT, VICTORIA, BC, V8W9W2, CA",48.425114,-123.3647699
FRUITVALE COMMUNITY CHEST,"PO BOX 164, FRUITVALE, BC, V0G1L0, CA",49.1137024,-117.5487834
GABRIOLA HISTORICAL AND MUSEUM SOCIETY,"BOX 213, GABRIOLA ISLAND, BC, V0R1X0, CA",49.1577754,-123.7893348
GALIANO HEALTH CARE SOCIETY,"908 BURRILL ROAD, GALIANO ISLAND, BC, V0N1P0, CA",48.87148269999999,-123.3200304
ROMAN CATHOLIC ARCHBISHOP OF VANCOUVER,"15800-32ND AVENUE, SURREY, BC, V3S9V1, CA",49.0598417,-122.785048
GAZETTE CHRISTMAS HAMPER SOCIETY,"BOX 698, PORT HARDY, BC, V0N2P0, CA",50.7207083,-127.4968729
GOD WITH US INC.,"529 GARFIELD ST., NEW WESTMINSTER, BC, V3L4A6, CA",49.2337281,-122.8960378
GOLDEN AND DISTRICT HISTORICAL SOCIETY,"BOX 992, GOLDEN, BC, V0A1H0, CA",51.2961188,-116.9631367
GRAND FORKS PUBLIC LIBRARY ASSOCIATION,"PO BOX 1539, GRAND FORKS, BC, V0H1H0, CA",49.0300946,-118.4451392
GREATER VANCOUVER ASSOCIATION OF THE DEAF,"1 - 10318 WHALLEY BLVD, SURREY, BC, V3T4H4, CA",49.1899582,-122.8413979
GREATER VICTORIA CITIZENS' COUNSELLING CENTRE,"941 KINGS RD, VICTORIA, BC, V8T1W7, CA",48.43733049999999,-123.359267
GREATER VICTORIA GREENBELT SOCIETY,"499 MILLSTREAM LAKE RD, VICTORIA, BC, V9B6H5, CA",48.5146525,-123.5062465
GREATER VICTORIA PUBLIC LIBRARY,"735 BROUGHTON ST, VICTORIA, BC, V8W3H2, CA",48.42321,-123.36391
GREATER VICTORIA VOLUNTEER SOCIETY,"306-620 VIEW ST, VICTORIA, BC, V8W1J6, CA",48.4257978,-123.3668736
THE GYRO CLUB OF VANCOUVER CHARITABLE FOUNDATION,"10310 HOLLYBANK DR, RICHMOND, BC, V7E4S5, CA",49.1377895,-123.1672145
HANDIYA BABA FOUNDATION,"101A-1124 LONSDALE AVENUE, NORTH VANCOUVER, BC, V7M2H1, CA",49.31837909999999,-123.0721703
HEBREW FREE LOAN ASSOCIATION OF VANCOUVER,"305A - 950 41ST AVE W, VANCOUVER, BC, V5Z2N7, CA",49.2334436,-123.1267212
HEDLEY HERITAGE MUSEUM SOCIETY,"BOX 218, HEDLEY, BC, V0X1K0, CA",49.2658351,-120.0519884
HELP FILL A DREAM FOUNDATION OF CANADA,"UNIT D, 4085 QUADRA STREET, VICTORIA, BC, V8X1K5, CA",48.4742688,-123.3710227
HERITAGE PRESERVATION SOCIETY OF NEW WESTMINSTER,"423-104-1015 COLUMBIA ST., NEW WESTMINSTER, BC, V3M6V3, CA",49.2012134,-122.9173285
HIXON COMMUNITY ASSOCIATION,"P.O. BOX 445, HIXON, BC, V0K1S0, CA",53.416942,-122.582528
HOPE ASSOCIATION FOR COMMUNITY LIVING,"1166-7TH AVE, HOPE, BC, V0X1L4, CA",49.3781806,-121.4286379
HOPE COMMUNITY SERVICES,"BOX 74 - 234 WALLACE STREET, HOPE, BC, V0X1L0, CA",49.3788424,-121.4429548
HORNBY ISLAND NEW HORIZONS SOCIETY,"P.O.BOX 43, 1765 SOLLANS RD, HORNBY ISLAND, BC, V0R1Z0, CA",49.5366355,-124.6658144
HOWE SOUND WOMEN'S CENTRE SOCIETY,"PO BOX 2052, SQUAMISH, BC, V8B0B4, CA",49.6989762,-123.152538
HUDSON'S HOPE PUBLIC LIBRARY ASSOCIATION,"BOX 269, HUDSON HOPE, BC, V0C1V0, CA",56.0357172,-121.9038286
ICELANDIC CARE HOME HOFN SOCIETY,"2020 HARRISON DRIVE, VANCOUVER, BC, V5P2P6, CA",49.20954810000001,-123.0637287
INDO-CANADIAN FRIENDSHIP SOCIETY OF BRITISH COLUMBIA,"170 - 4631 SHELL RD, RICHMOND, BC, V6X3M4, CA",49.1797946,-123.1033524
THE OCCUPATIONAL FIRST AID ATTENDANTS ASSOCIATION OF BRITISH,"108-2323 BOUNDARY RD, VANCOUVER, BC, V5M4V8, CA",49.2636816,-123.0247019
INONOAKLIN VALLEY READING CENTRE,"405 MONASHEE AVE, EDGEWOOD, BC, V0G1J0, CA",49.7820224,-118.1461436
ISHTAR WOMEN'S RESOURCE SOCIETY,"223 - 20316 56 AVE, LANGLEY, BC, V3A3Y7, CA",49.1041517,-122.6591779
JAMES BAY CHILD CARE SOCIETY,"327 SIMCOE ST, VICTORIA, BC, V8V1K9, CA",48.4169871,-123.3777783
JAMES BAY HEALTH AND COMMUNITY SERVICES SOCIETY,"547 MICHIGAN ST, VICTORIA, BC, V8V1S5, CA",48.4167794,-123.3712043
JAMES BAY NEW HORIZONS SOCIETY,"234 MENZIES, VICTORIA, BC, V8V2G7, CA",48.4162911,-123.3738362
NIKKEI SENIORS HEALTH CARE AND HOUSING SOCIETY,"6680 SOUTHOAKS CRESCENT, BURNABY, BC, V5E4N3, CA",49.2174071,-122.9651852
J.B. FLETCHER RESTORATION SOCIETY,"3602 SUTTON STREET, PO BOX 1314, AINSWORTH HOT SPRINGS, BC, V0G1A0, CA",49.7342004,-116.9104479
J.E. MCCONNELL MEMORIAL TRUST FUND,"PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
JEWISH FEDERATION OF GREATER VANCOUVER,"200-950 WEST 41ST AVENUE, VANCOUVER, BC, V5Z2N7, CA",49.23339960000001,-123.126628
LOUIS BRIER JEWISH AGED FOUNDATION,"1055 WEST 41ST AVENUE, VANCOUVER, BC, V6M1W9, CA",49.2345285,-123.1292208
JOHN GEORGE AND EMILY MACDOUGALL BURSARY TRUST,"TD PRIVATE CLIENT SERVICES, PO BOX 10085, VANCOUVER, BC, V7Y1B6, CA",49.2830972,-123.1175032
JOHN HARDIE MITCHELL FAMILY FOUNDATION,"1741 MARINE DR SW, VANCOUVER, BC, V6P6B1, CA",49.2094873,-123.1476415
THE VANCOUVER CHINATOWN LIONS MEDICAL AND SCHOLARSHIP FOUNDATION,"830 CAMPBELL AVE, VANCOUVER, BC, V6A3V2, CA",49.2771854,-123.0842962
JUAN DE FUCA HOSPITALS AUXILIARY ASSOCIATION,"1450 HILLSIDE AVE, VICTORIA, BC, V8T2B7, CA",48.4422234,-123.3430442
KAMLOOPS-CARIBOO REGIONAL IMMIGRANTS SOCIETY,"448 TRANQUILLE ROAD, KAMLOOPS, BC, V2B3H2, CA",50.6916097,-120.3587007
KAMLOOPS & DISTRICT CRIME STOPPERS SOCIETY,"PO BOX 3122, KAMLOOPS, BC, V2C6B7, CA",50.623589,-120.1927869
KAMLOOPS FAMILY HISTORY SOCIETY,"PO BOX 1162 STN MAIN, KAMLOOPS, BC, V2C6H3, CA",50.623589,-120.1927869
B.C. INTERIOR COMMUNITY FOUNDATION,"2-219 VICTORIA ST, KAMLOOPS, BC, V2C2A1, CA",50.67557499999999,-120.3364549
INTERIOR COMMUNITY SERVICES,"765 TRANQUILLE RD, KAMLOOPS, BC, V2B3J3, CA",50.6981015,-120.3630153
KAMLOOPS NATURALIST CLUB,"P.O. BOX 625, KAMLOOPS, BC, V2C5L7, CA",50.623589,-120.1927869
KAMLOOPS PRO-LIFE SOCIETY,"70-700 TRANQUILLE RD, BOX 24051, KAMLOOPS, BC, V2B8R3, CA",50.6970179,-120.3594812
