NAME1,full_address,Lat,Long
VAST (Vancouver Association for the,"2610 Victoria Dr, Vancouver, V5N4L2",49.2610006,-123.0653303
Moving Forward Family Services,"101 - 12827 76th Avenue, Surrey, V3W2V3",49.14182719999999,-122.8673753
Vancouver International Children's,"402 - 873 Beatty St, Vancouver, V6B2M6",49.2767794,-123.1156014
Salvation Army - Willows,"21081 72nd Ave, Langley, V2Y2R5",49.1340744,-122.6380795
Cameray Centre Community Fund,"201 - 5623 Imperial St, Burnaby, V5J1G1",49.2222199,-122.9819661
Focus Disability Network,"31920 Hillcrest Ave, Mission, V2V1K9",49.1361159,-122.3406138
Fraser Valley Foster Parent Association,"8366 192 St, Surrey, V4N6B3",49.15475,-122.6904
Greater Vancouver Food Bank Society,"1150 Raymur Avenue, Vancouver, V6A3T2",49.2747949,-123.082421
Salvation Army - BC South Divisional HQ,"103 - 3833 Henning Dr, Burnaby, V5C6N5",49.2654177,-123.0202146
Women Against Violence Against Women -,"2405 Pine Street, Vancouver, V6J5M4",49.2643889,-123.1438104
Gordon Neighbourhood House,"1019 Broughton Street, Vancouver, V6G2A7",49.2857087,-123.1336526
St Aidan's Presbyterian Church,"1320 - 7th Avenue, New Westminster, V3M2K1",49.207243,-122.9348846
Chilliwack Community Services,"45938 Wellington Avenue, Chilliwack, V2P2C7",49.1710401,-121.9534069
New Heights Community Church,"PO Box 3393, Mission, V2V4J5",49.1345575,-122.3049779
West Coast Kids Cancer Foundation,"306 - 9600 Cameron St, Burnaby, V3J7N3",49.253077,-122.8982355
Yale First Nation,"314 Hudson Bay Street, Hope, V0X1L0",49.3779546,-121.4400125
City Dream Centre Society,"6788 152 Street, Surrey, V3S3L4",49.1256792,-122.8003681
Urban Indigenous Health & Healing,"3356 3rd Avenue West, Vancouver, V6R1L4",49.26916079999999,-123.1781393
University of the Fraser Valley,"33844 King Rd, Abbotsford, V2S7M8",49.0313016,-122.2858506
Archway Community Services,"2420 Montrose Avenue, Abbotsford, V2S3S9",49.0461038,-122.2901085
Servant Partners Mission Association,"414 Alexander Street, Vancouver, V6A1C5",49.2836521,-123.0943581
BC Lions Society for Children With,"3981 Oak Street, Vancouver, V6H4H5",49.2501076,-123.1277813
Jewish Community Centre of Greater,"950 41 Ave W, Vancouver, V5Z2N7",49.2334436,-123.1267212
Union Gospel Mission,"PO Box 2546, Vancouver, V6B3W8",49.279879,-123.115886
Red Fox Healthy Living Society,"500 - 610 Main St, Vancouver, V6A2V3",49.2793074,-123.099343
Options Community Services Society,"9815 - 140th St, Surrey, V3T4M4",49.18060759999999,-122.8348346
School District #43 - Coquitlam,"550 Poirier Street, Coquitlam, V3J6A7",49.2519883,-122.8471507
DRS Earthwise Society,"6400 3rd Avenue, Delta, V4K1B1",49.0810045,-123.0795716
Salvation Army Boundless/Vancouver,"3213 Fraser Street, Vancouver, V5V4B8",49.2561313,-123.090098
Salvation Army Boundless/Vancouver,"3213 Fraser Street, Vancouver, V5V4B8",49.2561313,-123.090098
Cheakamus Foundation for Environmental,"1600 Paradise Valley Road, Brackendale, V0N1H0",49.8134149,-123.1527714
Multicultural Family Support Services -,"306 - 4980 Kingsway, Burnaby, V5H4K7",49.2257021,-122.9923591
Burnaby Neighbourhood House,"4460 Beresford St, Burnaby, V5H0B8",49.225379,-123.0043059
Edo Friends of British Columbia,"13028 - 109 Avenue, Surrey, V3T2N5",49.2006282,-122.8612775
God's Gift Ministry Society,"9822 134th Street, Surrey, V3T1B9",49.1808394,-122.8510186
McLauren Centre for Multi-Cultural,"PO Box 664, Abbotsford, V2T6Z8",49.038448,-122.3562199
Global Access and Inclusion Foundation,"#200 - 12235 No. 1 Road, Richmond, V7E1T6",49.1247124,-123.1816008
Global Access and Inclusion Foundation,"#200 - 12235 No. 1 Road, Richmond, V7E1T6",49.1247124,-123.1816008
Watari Research Association,"200 - 678 E Hastings St, Vancouver, V6A1R1",49.2809247,-123.0900966
Guru Nanak Sikh Gurudwara Society,"7050 - 120th Street, Vancouver, V3W3M8",49.13134789999999,-122.8889369
Archway Community Services,"2420 Montrose Avenue, Abbotsford, V2S3S9",49.0461038,-122.2901085
Roman Catholic Archdiocese of Vancouver,"150 Robson Street, Vancouver, V6B2A7",49.277789,-123.1147231
VIP Volunteers for Intergenerational,"203 - 2101 Holdom Ave, Burnaby, V5B0A4",49.2647428,-122.9821332
Easter Seal House Society,"3981 Oak Street, Vancouver, V6H4H5",49.2501076,-123.1277813
Watari Research Association,"200 - 678 E Hastings St, Vancouver, V6A1R1",49.2809247,-123.0900966
Chilliwack Bowls of Hope Society,"45914 Rowat Ave, Chilliwack, V2P1J3",49.1610899,-121.9539087
North Shore Alliance Church,"201 E 23 Street, North Vancouver, V7L3E4",49.329914,-123.068488
North Shore Women's Centre,"131 East 2nd Street, North Vancouver, V7L1C2",49.3119599,-123.0768224
Family Services of Greater Vancouver,"201-1638 Broadway E, Vancouver, V5N1W1",49.2621607,-123.0717935
Growing Chefs Society,"230 - 111 W Hastings St, Vancouver, V6B1H4",49.2857713,-123.114304
Youth Mental Wellness Activities,"PO. Box 1938, Hope, V0X1L1",49.4106613,-121.3694207
UWBC Sardis Hi Neighbour,"P207 - 33355 Bevan Avenue, Abbotsford, V2S0E7",49.0435524,-122.3005743
North Shore Restorative Justice Society,"147 E  14 St, North Vancouver, V7L2N4",49.3208118,-123.0698563
Immigrant Link Centre Society,"403 - 206 Therrien Street, Coquitlam, V3K4T1",49.23942,-122.86162
Richmond Family Place Society,"Debeck House, Richmond, V6Y2S3",49.1504509,-123.118352
Pacific Immigrant Resources Society,"1874 Kingsway, Vancouver, V5N4S7",49.2457984,-123.0671463
Chilliwack Learning Community Society,"4905 Yale Rd, Chilliwack, V2P6T4",49.1550991,-121.9612612
Ann Davis Transition House Society,"9046 Young Rd, Chilliwack, V2P4R6",49.1664409,-121.9522391
South Vancouver Neighbourhood House,"6470 Victoria Dr, Vancouver, V5P3X7",49.225528,-123.0653392
Launching Pad Addiction Rehabilitation,"980 - 160th Street, Surrey, V4A4W5",49.031288,-122.7789179
Maple Ridge / Pitt Meadows Community,"22718 Lougheed Highway, Maple Ridge, V2X2V6",49.2165275,-122.5930038
Read Right Society,"895 3rd Ave. Unit D, Hope, V0X1L0",49.3783082,-121.4402976
Youth for Christ,"115 - 12975  84 Ave, Surrey, V3W1B3",49.1557678,-122.8629328
Sharing Farm Society,"2771 Westminster Hwy, Richmond, V7C1A8",49.1705408,-123.1950775
Share Family & Community Services,"104 – 3020 Lincoln Avenue, Coquitlam, V6B6B4",49.2786078,-122.7926421
Share Family & Community Services,"104 – 3020 Lincoln Avenue, Coquitlam, V6B6B4",49.2786078,-122.7926421
Sardis Doorway for Mothers & Children,"45625 South Sumas Road, Sardis, V2R4M7",49.1188468,-121.9614749
Ishtar Women's Resource Society,"101 - 6350  203rd St, Langley, V2Y1L9",49.1243091,-122.6600971
Royal Columbian Hospital Foundation,"330 E Columbia St, Burnaby, V3L3W7",49.2261721,-122.8911887
Squamish Helping Hands Society,"37930 Third Ave, Squamish, V8B0A7",49.6989762,-123.152538
North Shore Neighbourhood House,"225 2 St E, North Vancouver, V7L1C4",49.3106412,-123.0739475
Long-term Inmates Now in Community,"33270 14th Ave, Mission, V2V4Z7",49.1472269,-122.3029242
Southern Stl'atl'imx Charitable Society,"200 - 100 Park Royal South, West Vancouver, V7A1A2",49.3253134,-123.1336812
Community First Foundation,"102 - 370 Esplanade E, North Vancouver, V7L1A4",49.31103419999999,-123.0788196
Tenth Avenue Alliance Church,"11 West 10th Ave, Vancouver, V5Y1R5",49.2623545,-123.1055214
Vancouver Coastal Health Authority,"200 - 520 W 6 Ave, Vancouver, V5Z4H5",49.2654633,-123.1095089
Mission Community Services Society,"33179 - 2nd Avenue, Mission, V2V1J9",49.135515,-122.3050854
Family Services of the North Shore,"203 - 1111 Lonsdale Ave, North Vancouver, V7M2H4",49.3182316,-123.0728693
Edo Friends of British Columbia,"13028 - 109 Avenue, Surrey, V3T2N5",49.2006282,-122.8612775
God's Gift Ministry Society,"9822 134th Street, Surrey, V3T1B9",49.1808394,-122.8510186
Progressive Intercultural Community,"205-12725 80th Ave, Head Office, Surrey, V3W3A6",49.14904569999999,-122.870307
QQS (Eyes) Projects Society,"Post Office Box 786, Bella Bella, V0T1Z0",52.1605419,-128.1455793
Lazarus Community Society,"208-165 West 4th Ave, Vancouver, V5Y1G4",49.2672763,-123.1098381
Low Entropy Foundation,"1511 Eagle Mountain Drive, Coquitlam, V3E2Y6",49.300376,-122.818116
School District #48 - Squamish,"37866 Second Ave, Box 250, Squamish, V8B0A2",49.69647130000001,-123.1562819
Hope Action Values Ethics Culinary,"374 Powell Street, Vancouver, V6A1G4",49.2830001,-123.0960338
House of Omeed,"230 - 3355 North Road, Burnaby, V3J7T9",49.2537755,-122.893532
Crisis Intervention & Suicide,"763 East Broadway, Vancouver, V5T1X8",49.262647,-123.0877288
Touchstone Family Association,"120 - 6411 Buswell St, Richmond, V6Y2G5",49.1658823,-123.1338365
If National Institute of Families,"1000 - 355 Burrard St, Vancouver, V6C2G8",49.2878426,-123.1163852
Chabad of Richmond,"200 - 4775 Blundell Rd, Richmond, V7C1H2",49.1559614,-123.1708321
African Stages Association,"39 - 10038 150 Street, Surrey, V3R0M8",49.184516,-122.8060782
Rotary Club of Steveston,"12111 3rd Ave., Richmond, V7E3K1",49.12551089999999,-123.1860121
Multicultural Helping House Society,"4802 Fraser Street, Vancouver, V5V4H4",49.2415911,-123.0900986
AIDS Vancouver Society,"1101 Seymour St, Vancouver, V6B0R1",49.2776191,-123.1241583
Chilliwack Youth Health Centre Society,"46363 Yale Road, Chilliwack, V2P2P8",49.1767214,-121.9427295
MOSAIC,"5575 Boundary Rd, Vancouver, V5R2P9",49.2335537,-123.0239332
Guru Nanak Sikh Gurudwara Society,"7050 - 120th Street, Vancouver, V3W3M8",49.13134789999999,-122.8889369
Lotus Light Charity Society Temple,"357 East Hastings Street, Vancouver, V6A1P3",49.28156999999999,-123.09621
Cares Counselling and Restoration,"3-2630 Bourquin Cres W, Abbotsford, V2S5N7",49.0497628,-122.3091424
Kateslem Youth Society,"2194 Sunnyside Road, Anmore, V3H4Y4",49.3076847,-122.8607363
Kateslem Youth Society,"2194 Sunnyside Road, Anmore, V3H4Y4",49.3076847,-122.8607363
Fraser Valley Foster Parent Association,"8366 192 St, Surrey, V4N6B3",49.15475,-122.6904
Society for Children & Youth of BC - SCY,"303 - 1720 Grant St, Vancouver, V5L2Y7",49.2710737,-123.0691605
Canadian Cancer Society - BC & Yukon,"575 W 10th Ave, Vancouver, V5C4C3",49.2625436,-123.117285
JustWork Economic Initiative,"1803 East 1st  Avenue, Vancouver, V5N1B2",49.2697286,-123.0674498
Cityview Baptist Church,"4370 Sophia Street, Vancouver, V5V3V7",49.2458711,-123.0988259
Chinese Mental Wellness Association of,"250-5726 Minoru Blvd, Richmond, V6X2A9",49.173516,-123.138442
DRS Earthwise Society,"6400 3rd Avenue, Delta, V4K1B1",49.0810045,-123.0795716
Washington Kids Foundation,"108B - 245 Fell Ave, North Vancouver, V7P2K1",49.3189571,-123.0951876
Looking Glass Foundation for Eating,"4116 Angus Dr, Vancouver, V6J4H9",49.2490421,-123.1456654
Canadian Mental Health Association-,"110 - 2425 Quebec St, Vancouver, V5T4L6",49.2635113,-123.1033239
Pacific Community Church,"5337 - 180th Street, Surrey, V3S4K5",49.10001459999999,-122.7244685
Camp Kerry Society,"145 East Columbia Street, New Westminster, V3L3W2",49.2229404,-122.8931548
WePress Community Arts,"9 Hastings Street West, Vancouver, V6B1G4",49.2817472,-123.1051482
Social Diversity for Children Foundation,"PO BOX 97073 STN MAIN, Richmond, V6X8H3",49.183594,-123.1176739
Refood Food Rescue Foundation,"11 - 1010 Ewen Avenue, New Westminster, V3M5C9",49.18546,-122.94679
SWAN (Supporting Women's Alternatives),"101-1101 Seymour St., Vancouver, V6B0R1",49.2776191,-123.1241583
Down Syndrome Research Foundation &,"1409 Sperling Avenue, Burnaby, V5B4J8",49.271316,-122.964953
Lookout Housing and Health Society,"Administration Office, New Westminster, V3L1B1",49.2036847,-122.9060812
PACE - Providing Alternatives,"148 Hastings St W, Vancouver, V6B1G8",49.2821568,-123.1087703
Sources Community Resources Society,"882 Maple Street, White Rock, V4B4M2",49.0180197,-122.7884011
**Britannia Community Services,"1661 Napier Street, Vancouver, V5L4X4",49.2754699,-123.0705918
Urban Indigenous Health & Healing,"3356 3rd Avenue West, Vancouver, V6R1L4",49.26916079999999,-123.1781393
School District #46 - Sunshine Coast,"PO Box 220, Gibsons, V0N1V0",49.3974171,-123.5152222
Meals on Wheels - Langley,"20414 Douglas Cres, Langley, V3A4B4",49.1034855,-122.6559227
Family Support Institute of BC Society,"227 - 6th Street, New Westminster, V3L3A5",49.2082328,-122.9138866
Family Services of the North Shore,"203 - 1111 Lonsdale Ave, North Vancouver, V7M2H4",49.3182316,-123.0728693
Easter Seal House Society,"3981 Oak Street, Vancouver, V6H4H5",49.2501076,-123.1277813
KidSafe Project Society,"201 - 211 E Georgia St, Vancouver, V6A1Z6",49.2786754,-123.0991962
SARA for Women,"PO Box 3044, Mission, V2V4J3",49.1345575,-122.3049779
Arts in Action Society,"PO Box 57145 E Hastings, Vancouver, V5K5G6",49.2812551,-123.0636412
Learning Disabilities Society of Greater,"3292 E Broadway, Vancouver, V5M1Z8",49.261581,-123.0342309
Muslim Food Bank Society,"235 - 11590 Cambie Rd, Richmond, V6X3Z5",49.1837565,-123.0946638
Yale First Nation,"314 Hudson Bay Street, Hope, V0X1L0",49.3779546,-121.4400125
St Aidan's Presbyterian Church,"1320 - 7th Avenue, New Westminster, V3M2K1",49.207243,-122.9348846
Salvation Army - BC South Divisional HQ,"103 - 3833 Henning Dr, Burnaby, V5C6N5",49.2654177,-123.0202146
Reach Child & Youth Development Society,"5050 - 47th Ave, Ladner, V4K0C8",49.0880853,-123.0836251
Atira Women's Resource Society,"201 - 190 Alexander St, Vancouver, V6A1B5",49.2840887,-123.0995227
Atira Women's Resource Society,"201 - 190 Alexander St, Vancouver, V6A1B5",49.2840887,-123.0995227
Downtown Eastside Women's Centre,"302 Columbia Street, Vancouver, V6A4J1",49.2821393,-123.1020496
Moving Forward Family Services,"101 - 12827 76th Avenue, Surrey, V3W2V3",49.14182719999999,-122.8673753
John Howard Society of the Lower,"763 Kingsway, Vancouver, V5V3C2",49.2560787,-123.0879382
Langley Environmental Partners Society,"#201-4839-221 Street, Langley, V3A2P1",49.0901282,-122.6117427
Chilliwack Community Services,"45938 Wellington Avenue, Chilliwack, V2P2C7",49.1710401,-121.9534069
Parish of St Barnabas,"1010 - 5th Avenue, New Westminster, V3M1Y5",49.207718,-122.9255604
Sources Community Resources Society,"882 Maple Street, White Rock, V4B4M2",49.0180197,-122.7884011
Posabilities Association of BC,"240 - 4664 Lougheed Hwy, Burnaby, V5C5T5",49.2653877,-122.9982501
Sasamat Outdoor Centre,"3302 Senkler Road, Belcarra, V3H4S3",49.3241123,-122.9000456
Seabird Island Band,"PO Box 650, Agassiz, V0M1A0",49.250317,-121.7216431
National Zakat Foundation,"214 - 115 Matheson Blvd W, Mississauga, L5R3L1",43.6173539,-79.6720148
Collingwood Neighbourhood House,"5288 Joyce Street, Vancouver, V5R6C9",49.2366592,-123.0328345
Sea to Sky Community Services Society,"38024 Fourth Ave, Squamish, V8B0A7",49.6997653,-123.15654
Society to End Homelessness in Burnaby,"PO Box 54662, RPO Highgate, Burnaby, V5E4J5",49.2187299,-122.9563591
Society to End Homelessness in Burnaby,"PO Box 54662, RPO Highgate, Burnaby, V5E4J5",49.2187299,-122.9563591
Chilliwack Bowls of Hope Society,"45914 Rowat Ave, Chilliwack, V2P1J3",49.1610899,-121.9539087
YMCA of Greater Vancouver,"10 - 620 Royal Ave, New Westminster, V3M1J2",49.20493,-122.91151
Access Youth Outreach Services Society,"6 - 2601 Lougheed Hwy, Coquitlam, V3C4J2",49.2474311,-122.8033874
Maple Ridge / Pitt Meadows Community,"22718 Lougheed Highway, Maple Ridge, V2X2V6",49.2165275,-122.5930038
Vancouver Aboriginal Friendship Centre,"1607 East Hastings Street, Vancouver, V5L1S7",49.2815474,-123.0719847
Tri-City Transitions Society,"402 - 2071 Kingsway Ave, Port Coquitlam, V3C6N2",49.2588881,-122.774223
Ray-Cam Community Association,"920 E Hastings St, Vancouver, V6A3T1",49.2807852,-123.0838673
Strathcona Community Centre Association,"601 Keefer Street, Vancouver, V6A3V8",49.27965589999999,-123.0917899
Westcoast Family Centres Society,"220 - 2010 East 48th Avenue, Vancouver, V5P1R8",49.2261469,-123.0653359
Westcoast Family Centres Society,"220 - 2010 East 48th Avenue, Vancouver, V5P1R8",49.2261469,-123.0653359
Watari Research Association,"200 - 678 E Hastings St, Vancouver, V6A1R1",49.2809247,-123.0900966
Lazarus Community Society,"208-165 West 4th Ave, Vancouver, V5Y1G4",49.2672763,-123.1098381
New Westminster Family Place Society,"101 - 93 Sixth St, New Westminster, V3L2Z8",49.20531,-122.90993
Canadian-Iranian Foundation,"PO Box 91231, West Vancouver, V7V3N6",49.337749,-123.1775219
Society to End Homelessness in Burnaby,"PO Box 54662, RPO Highgate, Burnaby, V5E4J5",49.2187299,-122.9563591
Elizabeth Fry Society of Greater,"201 - 93 Sixth St, New Westminster, V3L2Z8",49.20531,-122.90993
Network of Inner City Community,"200 - 739 Gore Avenue, Vancouver, V6A2Z9",49.2828502,-123.0974253
Network of Inner City Community,"200 - 739 Gore Avenue, Vancouver, V6A2Z9",49.2828502,-123.0974253
Quest Outreach Society,"2020 Dundas St, Vancouver, V5L1J4",49.2845509,-123.0627902
Abby Community School Society,"Sweeney Neighbourhood Centre, Abbotsford, V2S0E7",49.043475,-122.3013039
School District #34 - Abbotsford,"2790 Tims St, Abbotsford, V2T4M7",49.05278000000001,-122.3316467
Kinghaven Peardonville House Society,"31250 King Road, Abbotsford, V2S1M3",49.03111800000001,-122.3586501
Archway Community Services,"2420 Montrose Avenue, Abbotsford, V2S3S9",49.0461038,-122.2901085
Phoenix Drug & Alcohol Recovery &,"13686 - 94 A Ave, Surrey, V3V1N1",49.1743992,-122.8434002
Central Heights Church,"1611 McCallum Rd., Abbotsford, V2S3M4",49.03145809999999,-122.293505
Jewish Community Centre of Greater,"950 41 Ave W, Vancouver, V5Z2N7",49.2334436,-123.1267212
Sto:Lo Nation,"7201 Veder Road, Chilliwack, V2R4G5",49.13513529999999,-121.9625996
Archway Community Services,"2420 Montrose Avenue, Abbotsford, V2S3S9",49.0461038,-122.2901085
Burnaby Neighbourhood House,"4460 Beresford St, Burnaby, V5H0B8",49.225379,-123.0043059
Sources Community Resources Society,"882 Maple Street, White Rock, V4B4M2",49.0180197,-122.7884011
Mission Community Services Society,"33179 - 2nd Avenue, Mission, V2V1J9",49.135515,-122.3050854
Alexandra Neighbourhood House,"2916 McBride Avenue, Surrey, V4A3G2",49.05553370000001,-122.885007
5 and 2 Ministries Community,"1-2220 McKenzie Rd, Abbotsford, V2S0E2",49.0421304,-122.2821384
Capilano Community Services Society,"Delbrook Community Ctr North, North Vancouver, V7N2L3",49.3371641,-123.0864553
United Way Southern Vancouver Island,"201 - 633 Courtney St, Victoria, V8W1B9",48.42328149999999,-123.3664447
North Shore Connexions Society,"1070 Roosevelt Crescent, North Vancouver, V7P1M3",49.3221172,-123.1040941
Fraser Region Aboriginal Friendship,"A101 - 10095 Whalley Boulevard, Surrey, V3T4G1",49.1859074,-122.8438125
Sea to Sky Community Services Society,"38024 Fourth Ave, Squamish, V8B0A7",49.6997653,-123.15654
Squamish Nation,"PO Box 86131, North Vancouver, V7L4J5",49.318816,-123.0590949
Hilltop House Support Society,"38146 Behrner Dr, Squamish, V8B0C8",49.6996322,-123.1396311
New View Society,"2050 Mary Hill Rd, Port Coquitlam, V3C2Z8",49.253531,-122.7783871
Fleetwood Christian Reformed Church,"9165 - 160th Street, Surrey, V4N2X7",49.169223,-122.7795896
MOSAIC,"5575 Boundary Rd, Vancouver, V5R2P9",49.2335537,-123.0239332
Burnaby Family Life Institute,"102 - 2101 Holdom Avenue, Burnaby, V5B0A4",49.2645259,-122.9822415
Squamish Senior Citizen Society,"38626 Cheery Drive, Squamish, V8B0W1",49.7076804,-123.112223
Gordon Presbyterian Church,"7457 Edmonds St., Burnaby, V3N1B3",49.2212878,-122.9469997
Family Services of the North Shore,"203 - 1111 Lonsdale Ave, North Vancouver, V7M2H4",49.3182316,-123.0728693
City of Burnaby,"4949 Canada Way, Burnaby, V5G1M2",49.24335319999999,-122.9724921
North Shore Neighbourhood House,"225 2 St E, North Vancouver, V7L1C4",49.3106412,-123.0739475
Squamish Community Christmas Care,"PO Box 375, Squamish, V0N3G0",49.6752349,-123.1564753
Immigrant Services Society of BC,"2610 Victoria Dr, Vancouver, V5N4L2",49.2610006,-123.0653303
Tri-City Transitions Society,"402 - 2071 Kingsway Ave, Port Coquitlam, V3C6N2",49.2588881,-122.774223
Network of Inner City Community,"200 - 739 Gore Avenue, Vancouver, V6A2Z9",49.2828502,-123.0974253
BCIT - BC Institute of Technology,"3700 Willingdon Ave, Burnaby, V5G3H2",49.251539,-123.001749
Camosun College Foundation,"3100 Foul Bay Road, Victoria, V8P5J2",48.4472148,-123.3215279
Douglas College Foundation,"Attn: Fnd Co-ordinator, New Westminster, V3L5B2",49.220603,-122.8998919
Emily Carr Institute of Art & Design,"1399 Johnston Street, Vancouver, V6H3R9",49.2704953,-123.1329405
Justice Institute of BC Foundation,"715 McBride Blvd, New Westminster, V3L5T4",49.222458,-122.9108293
Kwantlen Polytechnic University,"12666 - 72nd Avenue, Surrey, V3W2M8",49.1332093,-122.8718734
Langara College Foundation,"Dept of College Advancement, Vancouver, V5Y2Z6",49.224941,-123.1087698
Nicola Valley Institute of Technology,"4155 Belshaw St, Merritt, V1K1R1",50.1242937,-120.7677725
SFU - Simon Fraser University,"8888 University Dr,  Attn: Advancement, Burnaby, V5A1S6",49.2770626,-122.9161002
University of Northern BC,"3333 University Way, Prince George, V2N4Z9",53.8904317,-122.8085415
University of British Columbia-Vanc,"Ceremonies Office, Vancouver, V6T1Z2",45.6280277,-122.673865
University of the Fraser Valley,"33844 King Rd, Abbotsford, V2S7M8",49.0313016,-122.2858506
University of Victoria - Development,"PO Box 1700, Stn CSC Vic, Victoria, V8W2Y2",48.425114,-123.3647699
Urban Native Indian Education Society,"561 - 1959 Marine Dr, North Vancouver, V7P3G1",49.3234957,-123.1207812
Food Stash Foundation,"4653 Drummond Drive, Vancouver, V6R1E8",49.27200029999999,-123.2136725
Give a Better Life Foundation,"411- 55 Water Street, Vancouver, V6B1A1",49.2838101,-123.1054442
Immigrant Link Centre Society,"403 - 206 Therrien Street, Coquitlam, V3K4T1",49.23942,-122.86162
Launching Pad Addiction Rehabilitation,"980 - 160th Street, Surrey, V4A4W5",49.031288,-122.7789179
Vancouver Food Runners Society,"3045 W. 11th Ave, Vancouver, V6K2M5",49.2625664,-123.1731803
Food Stash Foundation,"4653 Drummond Drive, Vancouver, V6R1E8",49.27200029999999,-123.2136725
SFU - Simon Fraser University,"8888 University Dr,  Attn: Advancement, Burnaby, V5A1S6",49.2770626,-122.9161002
Stream of Dreams Mural Society,"182 - 5489 Byrne Rd, Burnaby, V5J3J1",49.2006562,-122.9856734
W I N G S Fellowship Ministries,"501 - 104  1015 Columbia St, New Westminster, V3M6V3",49.2012055,-122.917355
Elizabeth Fry Society of Greater,"201 - 93 Sixth St, New Westminster, V3L2Z8",49.20531,-122.90993
Squamish Food Bank Society,"PO Box 207, Garibaldi Highlands, V0N1T0",49.7426133,-123.1218908
Squamish Trails Society,"PO Box 38, Squamish, V8B0A1",49.6989762,-123.152538
Xolhemet Transition House Society,"PO Box 25, Sardis, V2R1A5",0.0,0.0
Pacific Community Church,"5337 - 180th Street, Surrey, V3S4K5",49.10001459999999,-122.7244685
Sea to Sky Community Services Society,"38024 Fourth Ave, Squamish, V8B0A7",49.6997653,-123.15654
Network of Inner City Community,"200 - 739 Gore Avenue, Vancouver, V6A2Z9",49.2828502,-123.0974253
Sea to Sky Community Services Society,"1347 Aster St, Pemberton, V0N2L0",50.3215617,-122.8106148
Asian Canadian Benevolent Associaton,"201 -- 427 Dunlevy Avenue, Vancouver, V6A3Y4",49.281032,-123.095796
MOSAIC,"5575 Boundary Rd, Vancouver, V5R2P9",49.2335537,-123.0239332
Vancouver Venture for Diversity Society,"909 - 945 Marine Dr, West Vancouver, V7T1A8",49.3276911,-123.1429303
Xolhemet Transition House Society,"PO Box 25, Sardis, V2R1A5",0.0,0.0
Lynn Valley Lions Club,"1055 Premier St, North Vancouver, V7J3T7",49.3173572,-123.0280287
City of Surrey,"13450 104 Ave, Surrey, V3T1V8",49.1913466,-122.8490126
South Vancouver Neighbourhood House,"6470 Victoria Dr, Vancouver, V5P3X7",49.225528,-123.0653392
DRS Earthwise Society,"6400 3rd Avenue, Delta, V4K1B1",49.0810045,-123.0795716
AIDS Vancouver Society,"1101 Seymour St, Vancouver, V6B0R1",49.2776191,-123.1241583
Sources Community Resources Society,"882 Maple St, White Rock, V4B4M2",49.0180197,-122.7884011
Archway Community Services,"2420 Montrose Ave, Abbotsford, V2S3S9",49.0461038,-122.2901085
Burnaby Neighbourhood House,"4460 Beresford St, Burnaby, V5H0B8",49.225379,-123.0043059
South Vancouver Neighbourhood House,"6470 Victoria Dr, Vancouver, V5P3X7",49.225528,-123.0653392
Watari Research Association,"131 Dunlevy Ave, Vancouver, V6A3A4",49.2835119,-123.0954505
Generation to Generation Society,"1705 Bay Ave, Trail, V1R4B5",49.0937835,-117.7047693
School District #46 - Sunshine Coast,"PO Box 220, Gibsons, V0N1V0",49.3974171,-123.5152222
Red Fox Healthy Living Society,"500 - 610 Main St, Vancouver, V6A2V3",49.2793074,-123.099343
Collingwood Neighbourhood House,"5288 Joyce St, Vancouver, V5R6C9",49.2366592,-123.0328345
Chilliwack Community Services,"45938 Wellington Ave, Chilliwack, V2P2C7",49.1710401,-121.9534069
Share Family & Community Services,"104 – 3020 Lincoln Avenue, Coquitlam, V6B6B4",49.2786078,-122.7926421
Laichwiltach Family Life Society,"441 4 Ave, Campbell River, V9W3W7",50.014531,-125.2442611
Nicola Valley & District Food Bank,"PO Box 2719, 2026 Quilchena Ave, Merritt, V1K1M6",50.1098435,-120.7890532
The Ashcroft Hub Society,"PO Box 599, Ashcroft, V0K1A0",50.66665769999999,-121.2397813
Seabird Island Band,"PO Box 650, Agassiz, V0M1A0",49.250317,-121.7216431
North Okanagan Friendship Centre Society,"2904 29 Avenue, Vernon, V1T1Y7",50.2627652,-119.2699889
UWBC Sardis Hi Neighbour,"P207 - 33355 Bevan Avenue, Abbotsford, V2S0E7",49.0435524,-122.3005743
Watari Research Association,"200 - 678 E Hastings St, Vancouver, V6A1R1",49.2809247,-123.0900966
Salvation Army Kelowna Community Church,"1480 Sutherland Ave, Kelowna, V1Y5Y5",49.8807087,-119.4665127
Skeetchestn Indian Band,"PO BOX 178, SAVONA, V0K2J0",50.7031554,-120.8044764
Salvation Army - BC South Divisional HQ,"103 - 3833 Henning Dr, Burnaby, V5C6N5",49.2654177,-123.0202146
Community Connections Society,"209A 16 Ave N, Cranbrook, V1C5S8",49.5144981,-115.7603158
SPARC BC Society,"4445 Norfolk St, Burnaby, V5G0A7",49.2557777,-123.0052265
Cariboo-Chilcotin Partners for Literacy,"540 Borland St, 3rd Floor, Williams Lake, V2G1R8",52.1302292,-122.1379943
Nakusp Child Care Society,"Box 285, Nakusp, V0G1R0",50.2398537,-117.8011055
100 Mile House Food Bank Society,"BOX 2350, 100 Mile House, V0K2E0",51.64397049999999,-121.2950097
